                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    326,                 1.0686,                0.48026,                0.89286,                 1.4108,                0.62416,                0.89101,                0.86803,                0.65302,                0.72505,                0.44858,                0.99453,                0.42466,                0.87782,                 1.3344,                0.57375,                0.87552,              0.0021575,              0.0021575,              0.0021575
                    327,                 1.0685,                0.48033,                 0.8937,                 1.4128,                0.62088,                 0.8916,                0.86855,                0.65266,                0.72507,                0.44871,                0.99331,                0.42417,                 0.8774,                 1.3334,                0.57363,                0.87518,              0.0021333,              0.0021333,              0.0021333
                    328,                 1.0619,                0.47911,                0.88855,                 1.4117,                0.62676,                0.88774,                0.86911,                0.65272,                0.72513,                0.44898,                0.99202,                0.42373,                0.87696,                 1.3322,                0.57285,                0.87481,               0.002109,               0.002109,               0.002109
                    329,                 1.0571,                0.47572,                0.88968,                 1.4006,                 0.6214,                0.88855,                 0.8692,                0.65281,                0.72517,                 0.4492,                0.99061,                0.42323,                0.87654,                  1.331,                0.57251,                0.87449,              0.0020848,              0.0020848,              0.0020848
                    330,                 1.0588,                0.47704,                 0.8907,                 1.4107,                0.62622,                0.88829,                0.86827,                0.65329,                0.72526,                0.44944,                 0.9893,                0.42273,                0.87613,                 1.3298,                0.57231,                0.87414,              0.0020606,              0.0020606,              0.0020606
                    331,                 1.0517,                0.47322,                0.89036,                 1.3964,                0.61916,                0.88815,                0.86847,                0.65321,                0.72526,                0.44967,                0.98774,                 0.4222,                0.87568,                 1.3286,                0.57208,                 0.8738,              0.0020364,              0.0020364,              0.0020364
                    332,                 1.0545,                0.47413,                0.88882,                 1.4056,                0.62398,                0.88658,                0.86813,                0.65317,                0.72524,                0.44987,                0.98642,                 0.4217,                0.87527,                 1.3275,                0.57185,                0.87346,              0.0020122,              0.0020122,              0.0020122
                    333,                  1.055,                0.47525,                0.88908,                 1.4125,                0.62261,                0.88685,                0.86812,                0.65325,                0.72521,                0.45004,                0.98512,                0.42119,                0.87487,                 1.3262,                 0.5718,                0.87315,               0.001988,               0.001988,               0.001988
                    334,                 1.0503,                0.47162,                0.89106,                 1.3991,                0.61632,                0.88888,                0.86789,                 0.6532,                0.72518,                0.45019,                0.98369,                0.42069,                0.87447,                  1.325,                0.57193,                0.87287,              0.0019638,              0.0019638,              0.0019638
                    335,                 1.0478,                0.47263,                0.88874,                 1.3972,                0.61968,                0.88697,                0.86719,                0.65357,                0.72526,                0.45041,                0.98224,                0.42021,                0.87404,                 1.3237,                0.57156,                0.87253,              0.0019396,              0.0019396,              0.0019396
                    336,                 1.0445,                0.47168,                0.88633,                 1.3993,                0.62188,                0.88462,                0.86787,                0.65323,                0.72532,                 0.4506,                0.98088,                0.41972,                0.87361,                 1.3225,                0.57131,                0.87222,              0.0019154,              0.0019154,              0.0019154
                    337,                 1.0394,                0.46813,                0.88581,                  1.399,                0.61871,                0.88359,                0.86695,                0.65374,                0.72539,                 0.4508,                0.97949,                0.41924,                0.87318,                 1.3212,                0.57147,                0.87194,              0.0018912,              0.0018912,              0.0018912
                    338,                 1.0392,                0.46664,                  0.884,                 1.3869,                0.60957,                0.88275,                0.86671,                0.65367,                0.72533,                0.45092,                0.97798,                0.41868,                0.87273,                 1.3199,                0.57176,                0.87158,               0.001867,               0.001867,               0.001867
